"name","mean_degree","mean_betweenness","n_individual_projects","unique_partners","first_year","last_year","n_buildings","объект.культурного.наследия.регионального.значения","выявленный.объект.культурного.наследия","объект.культурного.наследия.федерального.значения","total","full_name","birth","death","birth_year","leningrad_authors_n_mentions","leningrad_authors_normalized_score","leningrad_authors_mean_order","leningrad_discussed_mentions","leningrad_discussed_normalized_score","leningrad_discussed_mean_order","studio1936","studio_head1936","board_member1940","board_member1945","constr_birth","year_checked","pre_revolution","constructivist","age_1917","age_1940","degree1940","betweenness1940"
"Холмогоров Е. И.",2.72727272727273,9,NA,3,1938,1939,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4th studio",0,NA,NA,1901,"no",0,0,16,39,3,110
"Бугаева О. Е.",2.75,0.627906976744186,NA,4,1926,1932,6,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,"no",0,1,25,48,2,0
"Кирхоглани В. Д.",2.75,12.906976744186,10,6,1950,1964,8,0,0,0,0,"Кирхоглани Валериан Дмитриевич","1913","1994",1913,1,0.14,6,1,0.03,38,NA,NA,NA,NA,1913,"yes",0,0,4,27,NA,NA
"Гильтер И. А.",2.75,0.116279069767442,NA,3,1929,1931,7,0,0,0,0,"Гильтер Исидор Альбертович (Израиль Абович)","01.05.1902","1973",1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"yes",0,1,15,38,1,0
"Меерзон И. А.",2.8,3.13953488372093,1,4,1929,1934,8,2,2,0,4,"Меерзон Иосиф Александрович","1900","1941",1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"yes",0,1,17,40,2,0
"Демченко В. В.",2.81481481481481,68.5044604980822,NA,8,1939,1965,15,3,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Берс В. А.",2.81818181818182,0.573255813953488,NA,3,1907,1908,4,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Косяков Г. А.",2.83333333333333,0.511627906976744,1,4,1906,1914,6,1,0,0,1,"Косяков Георгий Антонович","15.05.1872","20.05.1925",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"yes",1,0,45,68,NA,NA
"Евдокимов С. И.",2.83333333333333,53.2103359173127,16,13,1936,1963,31,0,0,0,0,"Евдокимов Сергей Иванович","30.10.1911","26.11.1972",1911,NA,NA,NA,NA,NA,NA,"3rd studio",0,NA,NA,1911,"yes",0,0,6,29,3,0
"Шрётер_мл Л. Л.",2.83333333333333,0.481782945736435,NA,3,1960,1961,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,"no",0,0,-4,19,NA,NA
"Бровцев С. Е.",2.84210526315789,21.8023255813953,1,5,1932,1941,14,0,3,0,3,"Бровцев Сергей Ефимович","1898","1962",1898,2,0.11,10.5,NA,NA,NA,NA,NA,NA,NA,1898,"yes",0,1,19,42,5,326
"Дмитриев К. М.",2.85714285714286,16.0645348837209,1,4,1932,1936,4,0,0,0,0,NA,NA,NA,NA,3,0.2,11.67,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,1,17,40,4,195.25
"Кричинский С. С.",2.85714285714286,7.45116279069767,13,4,1909,1913,4,0,0,0,0,"Кричинский Степан Самойлович","20.01.1874","09.08.1923",1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"yes",1,0,43,66,NA,NA
"Лялин О. Л.",2.875,16.997526762643,1,4,1928,1934,6,1,2,0,3,"Лялин Олег Леонидович","1903","1974",1903,2,0.14,7.5,NA,NA,NA,NA,NA,NA,NA,1903,"yes",0,1,14,37,3,110
"Падлевский И. В.",2.88235294117647,1.0562015503876,NA,4,1902,1909,16,1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Майофис С. Г.",2.93333333333333,52.3691029900332,1,5,1951,1965,9,0,0,0,0,"Майофис Соломон Григорьевич","1911","1968",1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911,"yes",0,0,6,29,NA,NA
"Чайко И. М.",2.9375,35.2558139534884,10,8,1934,1963,22,0,0,0,0,"Чайко Игорь Михайлович","11.04.1910","24.04.1993",1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"yes",0,0,7,30,6,336.666666666667
"Апышков В. П.",2.94117647058824,4.95348837209302,6,5,1907,1914,5,3,1,0,4,"Апышков Владимир Петрович","23.01.1871","13.05.1939",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"yes",1,0,46,69,NA,NA
"Пирвиц фон Ф. К.",2.96296296296296,9.01162790697674,7,8,1880,1897,10,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,"no",1,0,77,100,NA,NA
"Бенуа Н. Л.",3,1.05813953488372,1,3,1881,1881,7,2,1,0,3,"Бенуа Николай Леонтьевич","13.07.1813","23.12.1898",1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813,"yes",1,0,104,127,NA,NA
"Кракау А. И.",3,2.95348837209302,1,3,1881,1881,7,0,0,1,1,"Кракау Александр Иванович","1817","1888",1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817,"yes",1,0,100,123,NA,NA
"Васильев Н. В.",3,39.9868217054264,3,5,1905,1914,7,4,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Капцюг И. Г.",3,13.4587209302326,2,4,1930,1934,28,0,0,0,0,"Капцюг Иван Георгиевич","1903","1988",1903,NA,NA,NA,NA,NA,NA,"3rd studio",0,NA,NA,1903,"yes",0,1,14,37,4,232.75
"Жданов М. И.",3,5.38313953488372,NA,3,1934,1934,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,3,31.75
"Райлян И. В.",3,21.3372093023256,NA,3,1956,1956,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"no",0,0,0,23,NA,NA
"Надёжин Н. Н.",3,9.36046511627907,NA,4,1964,1965,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"no",0,0,-11,12,NA,NA
"Штиц А. В.",3,0,NA,3,1965,1965,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"no",0,0,-12,11,NA,NA
"Гингер С. Г.",3,2.44186046511628,19,3,1910,1910,3,0,0,0,0,"Гингер Сергей Григорьевич","1870","1937",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"yes",1,0,47,70,NA,NA
"Баумгартен В. Ф.",3,3.68604651162791,NA,3,1914,1914,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Емельянов К. Т.",3,0,NA,3,1965,1965,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"no",0,0,-12,11,NA,NA
"Пшеницкий А. П.",3.05882352941176,15.7988372093023,2,5,1907,1914,7,2,0,1,3,"Пшеницкий Андрей Павлович","1869","1941",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"yes",1,0,48,71,NA,NA
"Ашрапян Г. Л.",3.0625,13.8604651162791,1,4,1950,1961,11,0,0,0,0,"Ашрапян Галина Леоновна","1918","2001",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,"yes",0,0,-1,22,NA,NA
"Шапошников И. И.",3.125,0.953488372093023,3,5,1893,1899,9,0,0,1,1,"Шапошников Иван Иванович","02.06.1833","31.03.1898",1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833,"yes",1,0,84,107,NA,NA
"Мунц В. О.",3.14285714285714,79.553626799557,3,4,1935,1939,6,0,0,0,0,"Мунц Владимир Оскарович","06.03.1903","14.01.1974",1903,1,0.05,8,NA,NA,NA,NA,NA,NA,NA,1903,"yes",0,0,14,37,4,1276.03333333333
"Зазерский А. И.",3.1875,16.7589147286822,17,10,1906,1928,34,1,4,2,7,"Зазерский Алексей Иванович","1876","1942",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,"yes",1,1,41,64,NA,NA
"Юнгер А. А.",3.1875,16.3206533776301,2,4,1935,1941,16,0,2,0,2,"Юнгер Александр Александрович","1883","1948",1883,2,0.11,10.5,NA,NA,NA,"other",1,NA,NA,1883,"yes",0,0,34,57,4,171.283333333333
"Мартынов А. С.",3.2,8.95732281284607,NA,4,1935,1940,21,0,0,0,0,"Мартынов Алексей Александрович","27.04.1818","22.06.1903",1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903,"no",0,0,14,37,4,31.3083333333333
"Лукин Я. Н.",3.2,2.46660983984855,6,4,1956,1960,4,0,0,0,0,"Лукин Яков Николаевич","1909","1995",1909,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,1909,"yes",0,0,8,31,NA,NA
"Курочкин П. В.",3.23076923076923,18.2325581395349,NA,4,1953,1958,37,0,0,0,0,"Курочкин Петр Васильевич","9003",NA,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,"yes",0,0,-7,16,NA,NA
"Висьневский П. П.",3.33333333333333,0.372093023255814,NA,4,1896,1898,8,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,"no",1,0,59,82,NA,NA
"Данини С. А.",3.33333333333333,1.41860465116279,20,7,1897,1908,11,0,2,0,2,"Данини Сильвио-Валентин Амвросиевич","13.07.1867","11.01.1942",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"yes",1,0,50,73,NA,NA
"Беляков С. М.",3.33333333333333,1.08139534883721,2,4,1911,1913,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Альперович Д. Х.",3.33333333333333,10.7717054263566,NA,4,1934,1939,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,4,59.1333333333333
"Ротинов Л. Н.",3.4,17.7906976744186,NA,5,1951,1958,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"no",0,0,5,28,NA,NA
"Прибульский А. И.",3.4375,27.3001552065506,1,5,1950,1962,8,0,0,0,0,"Прибульский Анатолий Исаакович","25.01.1916","1997",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"yes",0,0,1,24,NA,NA
"Шауб В. В.",3.44827586206897,41.1627906976744,44,10,1894,1913,11,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,"no",1,0,64,87,NA,NA
"Косяков Вас. А.",3.5,5.38372093023256,9,8,1896,1914,12,3,0,2,5,"Косяков Василий Антонович","1862","1921",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"yes",1,0,55,78,NA,NA
"Зазерский Н. А.",3.5,15.3604651162791,3,5,1950,1962,29,0,0,0,0,"Зазерский Николай Алексеевич","1907","1980",1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907,"yes",0,0,10,33,NA,NA
"Гольдгор Д. С.",3.54545454545455,31.1178680492634,4,7,1955,1965,17,0,0,0,0,"Гольдгор Давид Семенович","25.10.1912","12.07.1982",1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"yes",0,0,5,28,NA,NA
"Оль Г. А.",3.63636363636364,10.302773163529,NA,4,1939,1940,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4th studio",0,NA,NA,1902,"no",0,0,15,38,4,78.8880952380953
"Виррих Э. Ф.",3.66666666666667,17.2593023255814,4,9,1897,1914,25,2,0,7,9,"Виррих Эрнест Францевич","01.06.1860","1948",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"yes",1,0,57,80,NA,NA
"Левин Б. Б.",3.66666666666667,31.1836680761099,NA,4,1957,1960,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,"no",0,0,-1,22,NA,NA
"Голи фон Г. Г.",3.68181818181818,12.7906976744186,30,6,1900,1912,26,7,2,1,10,"Густав Густавович фон Голи","1861","1920",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Баранов Н. В.",3.77777777777778,31.4128752099853,NA,6,1948,1961,84,0,0,0,0,"Баранов Николай Варфоломеевич","3606","32618",1909,12,1.03,3.83,1,0.2,2,NA,NA,1,1,1909,"yes",0,0,8,31,NA,NA
"Успенский А. Г.",3.84615384615385,32.8139534883721,1,5,1904,1907,12,1,0,0,1,"Успенский Александр Глебович","1873","1907",1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"yes",1,0,44,67,NA,NA
"Александров Г. И.",3.84615384615385,40.5876631766167,NA,5,1953,1959,6,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"no",0,0,3,26,NA,NA
"Носков Л. А.",3.88888888888889,67.0493911412345,NA,17,1939,1965,27,1,0,0,1,"Носков Лев Александрович","1903","1972",1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903,"yes",0,0,14,37,1,0
"Мазель Ф. З.",3.94444444444444,44.4586378737542,NA,6,1931,1939,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,1,18,41,6,476.95
"Барутчев А. К.",3.94871794871795,47.796511627907,5,12,1927,1964,99,4,3,0,7,"Барутчев Армен Константинович","24.08.1904","13.01.1976",1904,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1904,"yes",0,1,13,36,1,0
"Крыжановский Д. А.",4.07142857142857,9.00581395348837,46,11,1896,1914,18,0,2,0,2,"Крыжановский Дмитрий Андреевич","05.06.1871","1942",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"yes",1,0,46,69,NA,NA
"Асс Л. Е.",4.15625,108.515965300849,1,9,1934,1960,122,2,3,0,5,"Асс Леонид Евгеньевич","1907","1980",1907,4,0.22,6.5,NA,NA,NA,NA,NA,NA,NA,1907,"yes",0,0,10,33,5,654.4
"Гедике Р. А.",4.16666666666667,3.7093023255814,8,5,1880,1882,7,0,1,0,1,"Гедике Роберт Андреевич","21.02.1829","04.03.1910",1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829,"yes",1,0,88,111,NA,NA
"Белов В. Ф.",4.30769230769231,101.806007751938,2,15,1927,1965,106,0,2,0,2,"Белов Виктор Федорович","08.10.1911","1968",1911,NA,NA,NA,NA,NA,NA,"4th studio",0,NA,NA,1893,"no",0,1,24,47,2,0
"Зотов В. А.",4.5625,102.069228487731,NA,7,1950,1959,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Гурьев О. И.",4.70967741935484,102.140900306564,1,11,1935,1961,171,0,0,0,0,"Гурьев Олег Иванович","1912","1986",1912,1,0.07,6,1,0.03,10,NA,NA,NA,1,1912,"yes",0,0,5,28,3,0.5
"Каценеленбоген Т. Д.",4.71428571428571,70.5772563676634,NA,8,1927,1938,73,6,6,0,12,"Каценеленбоген Тамара Давыдовна","1896","1976",1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,"yes",0,1,21,44,8,622.017857142857
"Каменский В. А.",4.79487179487179,196.904397379107,3,14,1927,1963,114,0,0,0,0,"Каменский Валентин Александрович","29.09.1907","1975",1907,5,0.42,3.6,2,0.4,2,NA,NA,1,NA,1907,"yes",0,1,10,33,7,501.727380952381
"Левинсон Е. А.",4.80555555555556,153.136989496292,4,14,1930,1961,75,4,8,1,13,"Левинсон Евгений Адольфович","19.10.1894","21.03.1968",1894,6,0.52,3.5,2,0.5,1.5,"3rd studio",1,1,1,1894,"yes",0,1,23,46,6,1201
"Гоген фон А. И.",4.92307692307692,33.1046511627907,9,18,1885,1914,24,4,3,1,8,"Александр Иванович фон Гоген","1856","1914",1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856,"yes",1,0,61,84,NA,NA
"Левин Б. М.",5,52.0453488372093,NA,5,1960,1960,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,"no",0,0,-4,19,NA,NA
"Арешев П. А.",5.125,116.537458915913,NA,9,1950,1965,24,1,0,1,2,"Арешев Петр Артемьевич","1915","1976",1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,"yes",0,0,2,25,NA,NA
"Лидваль Ф. И.",5.34782608695652,6.7906976744186,18,12,1901,1914,16,4,3,2,9,"Лидваль Федор Иванович","13.06.1870","14.03.1945",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"yes",1,0,47,70,NA,NA
"Фромзель В. М.",5.46428571428571,81.9792676619626,7,11,1938,1965,184,0,0,0,0,"Фромзель Виктор Матвеевич","1909","2001",1909,1,0.08,9,1,0.2,1,NA,NA,NA,1,1909,"yes",0,0,8,31,3,0.5
"Фомин И. И.",5.52777777777778,254.541586669904,1,16,1930,1964,74,3,4,0,7,"Фомин Игорь Иванович","1481","32675",1904,6,0.56,3.5,2,0.5,2.5,"3rd studio",1,1,1,1904,"yes",0,1,13,36,8,641
"Жук А. В.",5.89473684210526,192.108843960417,2,12,1947,1965,48,2,2,0,4,"Жук Александр Владимирович","18.06.1917","04.01.2008",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"yes",0,0,0,23,NA,NA
"Никольский А. С.",6.25,90.9366279069767,5,11,1926,1936,71,9,2,0,11,"Никольский Александр Сергеевич","20.03.1884","19556",1884,1,0.14,1,1,0.2,5,NA,NA,1,1,1884,"yes",0,1,33,56,8,1103.25
"Васильковский В. С.",6.33333333333333,96.0674078581397,2,10,1951,1963,24,0,0,0,0,"Васильковский Владимир Сергеевич","16.06.1921","2002",1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,"yes",0,0,-4,19,NA,NA
"Гегелло А. И.",6.54054054054054,237.002680878553,4,19,1926,1953,95,10,7,4,21,"Гегелло Александр Иванович","22.07.1891","11.08.1965",1891,10,1.05,3.3,2,1.2,2,"2nd studio",1,1,1,1891,"yes",0,1,26,49,13,2576.74047619048
"Симонов Г. А.",7.02702702702703,157.913676633444,17,19,1926,1953,169,9,20,0,29,"Симонов Григорий Александрович","07.02.1893","31.01.1974",1893,4,0.22,8.5,NA,NA,NA,"other",1,1,NA,1893,"yes",0,1,24,47,16,1672.61190476191
"Оль А. А.",7.075,261.481003137689,62,23,1926,1962,58,2,9,2,13,"Оль Андрей Андреевич","1883","1958",1883,4,0.24,4.25,1,0.2,1,"4th studio",1,1,1,1883,"yes",0,1,34,57,20,2823.98928571429
"Сперанский С. Б.",7.07692307692308,161.303350586182,1,13,1953,1965,21,2,0,0,2,"Сперанский Сергей Борисович","23.05.1914","13.03.1983",1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"yes",0,0,3,26,NA,NA
"Троцкий Н. А.",7.57142857142857,235.124810815799,6,19,1932,1950,42,0,2,2,4,"Троцкий Ной Абрамович","27.03.1895","19.11.1940",1895,5,0.33,5,2,2,1,"other",1,1,NA,1895,"yes",0,1,22,45,17,2196.04761904762
"Журавлев Б. Н.",8.875,251.545468314176,2,13,1950,1962,42,1,0,0,1,"Журавлев Борис Николаевич","25.07.1910","1971",1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1910,"yes",0,0,7,30,NA,NA
