"name","mean_degree","mean_betweenness","n_individual_projects","unique_partners","first_year","last_year","n_buildings","объект.культурного.наследия.регионального.значения","выявленный.объект.культурного.наследия","объект.культурного.наследия.федерального.значения","total","full_name","birth","death","birth_year","leningrad_authors_n_mentions","leningrad_authors_normalized_score","leningrad_authors_mean_order","leningrad_discussed_mentions","leningrad_discussed_normalized_score","leningrad_discussed_mean_order","studio1936","studio_head1936","board_member1940","board_member1945","constr_birth","year_checked","pre_revolution","constructivist","age_1917","age_1940","degree1940","betweenness1940"
"Ван-дер-Гюхт В. И.",1,0,10,1,1913,1913,1,1,0,0,1,"Ван-дер-Гюхт Вильгельм Иванович","1876","1917",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,"yes",1,0,41,64,NA,NA
"Шишкин А. А.",1,0,NA,1,1913,1913,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Малеин Н. И.",1,0,1,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Чесноков Н. Н.",1,0,NA,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Красовский М. В.",1,0,NA,1,1914,1914,1,1,0,0,1,"Красовский Михаил Витольдович","19.02.1874","15.04.1939",1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"yes",1,0,43,66,NA,NA
"Гонцкевич Е. И.",1,0,2,1,1915,1915,1,0,0,0,0,"Гонцкевич Евгений Иосифович (Осипович)","03.02.1876","25.12.1956",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,"yes",1,0,41,64,NA,NA
"Лангбард И. Г.",1,0,2,1,1916,1916,1,0,1,0,1,"Лангбард Иосиф Григорьевич","18.01.1882","03.01.1951",1882,1,0.04,15,1,0.33,1,NA,NA,NA,NA,1882,"yes",1,0,35,58,NA,NA
"Бобровский К. С.",1,0,NA,1,1916,1916,1,0,0,0,0,"Бобровский Константин Семенович","1877","1942",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,"yes",1,0,40,63,NA,NA
"Садовников П. С.",1,0,NA,1,1916,1916,1,0,0,0,0,"Садовников Петр Семенович","1796","20.03.1877",1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Басин Н. П.",1,0,12,1,1916,1916,2,0,1,0,1,"Басин Николай Петрович","1845","1917",1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,"yes",1,0,72,95,NA,NA
"Гасанов Т. М.",1,0,NA,1,1917,1917,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Аплаксин А. П.",1,0,6,1,1930,1930,1,0,0,0,0,"Аплаксин Андрей Петрович","10.06.1879","21.12.1931",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,"yes",0,1,38,61,NA,NA
"Дунаевский А. Ю.",1,0,1,1,1936,1937,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Манвелян Э. Г.",1,0,16,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Макашов В. П.",1,0,NA,1,1937,1937,1,0,1,0,1,"Макашов Василий Павлович","1891","1942",1891,1,0.06,3,NA,NA,NA,NA,NA,NA,NA,1891,"yes",0,0,26,49,1,0
"Конарев А. М.",1,0,2,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,1,0.1,7,NA,NA,NA,"other",1,NA,NA,1900,"no",0,0,17,40,1,0
"НПФ Ретро",1,0,NA,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Любарский Г. П.",1,0,15,1,1938,1938,1,0,0,0,0,NA,NA,NA,NA,2,0.19,3.5,NA,NA,NA,NA,NA,NA,NA,1901,"no",0,0,16,39,1,0
"Гринберг П. М.",1,0,1,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1902,"no",0,0,15,38,1,0
"Тараканов Д. И.",1,0,NA,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Васильев А. И.",1,0,1,1,1941,1941,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Вайтенс П. А.",1,0,NA,1,1951,1951,1,0,1,0,1,"Вайтенс Петр Андреевич","1908","1982",1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,"yes",0,0,9,32,NA,NA
"Военпроект",1,0,NA,1,1951,1953,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"no",0,0,5,28,NA,NA
"Кузнецов В. И.",1,0,NA,1,1952,1952,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Щусев А. В.",1,0,NA,1,1953,1955,5,0,0,0,0,"Щусев Алексей Викторович","08.10.1873","24.05.1949",1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"yes",0,0,44,67,NA,NA
"Горбачёв В. В.",1,0,NA,1,1953,1956,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"no",0,0,3,26,NA,NA
"Вехвиляйнен А. И.",1,0,1,1,1954,1954,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,"no",0,0,2,25,NA,NA
"Захарьевская М. А.",1,0,NA,1,1954,1958,2,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,"no",0,0,2,25,NA,NA
"Григорьев А. И.",1,0,NA,1,1955,1955,1,0,0,0,0,"Григорьев Афанасий Григорьевич","21.01.1782","13.05.1868",1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Байдалинова А. А.",1,0,NA,1,1955,1955,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Гипрогор",1,0,NA,1,1955,1955,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Петров А. К.",1,0,NA,1,1957,1957,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,"no",0,0,-1,22,NA,NA
"Уразов А. С.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Васильев А.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Шутов А. Ф.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Иванов М. З.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Баныкин Б. Н.",1,0,NA,1,1961,1961,1,0,0,0,0,"Баныкин Борис Николаевич","1912","1976",1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"yes",0,0,5,28,NA,NA
"Гецкин А. С.",1,0,NA,1,1961,1963,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,"no",0,0,-8,15,NA,NA
"Гуляев В. М.",1,0,NA,1,1963,1963,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,"no",0,0,-10,13,NA,NA
"Курзаков М.",1,0,NA,1,1965,1965,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"no",0,0,-12,11,NA,NA
"Шмидт К. К.",1,0,11,1,1880,1880,1,0,0,0,0,"Шмидт Карл Карлович","21.12.1866","08.08.1945",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,"no",1,0,77,100,NA,NA
"Мельников Н. А.",1,0,13,1,1880,1881,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,"no",1,0,77,100,NA,NA
"Буланов И. И.",1,0,9,1,1880,1880,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,"no",1,0,77,100,NA,NA
"Бах Е. Р.",1,0,6,1,1880,1880,1,0,0,0,0,"Бах Евгений Робертович","1861","1906",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Шиллинг А. Д.",1,0,5,1,1881,1881,3,0,0,0,0,"Шиллинг Александр Дмитриевич","1844","1913",1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,"yes",1,0,73,96,NA,NA
"Габерцетель Ф. И.",1,0,NA,1,1881,1881,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,"no",1,0,76,99,NA,NA
"Соколов А. Е.",1,0,NA,1,1881,1881,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,"no",1,0,76,99,NA,NA
"Пункель Ф. К.",1,0,NA,1,1881,1881,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,"no",1,0,76,99,NA,NA
"Богданович В. П.",1,0,NA,1,1882,1882,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"no",1,0,75,98,NA,NA
"Игнатович О. Л.",1,0,28,1,1882,1882,1,0,0,0,0,"Игнатович Оттон Людвигович","1857","1915",1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,"yes",1,0,60,83,NA,NA
"Сосков А. И.",1,0,NA,1,1883,1883,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Шауб В. И.",1,0,3,2,1884,1894,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,"no",1,0,73,96,NA,NA
"Володихин И. П.",1,0,9,1,1886,1886,1,0,0,0,0,"Володихин Иван Петрович","1872","1921",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"no",1,0,75,98,NA,NA
"Пасыпкин М. А.",1,0,NA,1,1886,1886,1,0,0,0,0,"Пасыпкин Михаил Александрович","1811","1880",1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811,"yes",1,0,106,129,NA,NA
"Тон А. А.",1,0,NA,1,1886,1886,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"no",1,0,75,98,NA,NA
"Васильев Н. А.",1,0,NA,1,1886,1886,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"no",1,0,75,98,NA,NA
"Шуцман М. С.",1,0,NA,1,1887,1887,1,0,0,0,0,"Шуцман Михаил Сергеевич","1861","26.04.1905",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Немченинов А. Н.",1,0,NA,1,1887,1887,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,"no",1,0,74,97,NA,NA
"Петерсон Л. Л.",1,0,3,1,1888,1888,2,0,0,0,0,"Петерсон Людвиг Людвигович","1842","1902",1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,"yes",1,0,75,98,NA,NA
"Полещук А. А.",1,0,2,1,1889,1889,1,0,0,0,0,"Полещук Александр Артемьевич","08.07.1868","11.10.1944",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"yes",1,0,49,72,NA,NA
"Кудрявцев Н. Г.",1,0,5,1,1889,1889,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,"no",1,0,72,95,NA,NA
"Бульери Л. Ф.",1,0,4,1,1890,1890,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846,"no",1,0,71,94,NA,NA
"Вишняков А. М.",1,0,6,1,1890,1890,1,0,0,0,0,"Вишняков Александр Михайлович","1850","1917",1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"yes",1,0,67,90,NA,NA
"Маевский К. Я.",1,0,2,1,1890,1890,3,0,0,0,0,"Маевский Карл Яковлевич","12.09.1824","12.06.1897",1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1824,"yes",1,0,93,116,NA,NA
"Колянковский Вл. А.",1,0,NA,1,1890,1890,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846,"no",1,0,71,94,NA,NA
"Дитрих И. И.",1,0,2,1,1891,1891,1,0,0,0,0,"Дитрих Иосиф Иванович","1858","1909",1858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,"yes",1,0,59,82,NA,NA
"Гольмдорф И. М.",1,0,NA,1,1891,1891,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"no",1,0,67,90,NA,NA
"Силин А. Я.",1,0,NA,1,1892,1892,1,0,0,0,0,"Силин Алексей Яковлевич","1847","1891",1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1847,"yes",1,0,70,93,NA,NA
"Демяновский В. А.",1,0,7,1,1892,1892,1,0,0,0,0,"Демяновский Валентин Александрович","1861",NA,1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"yes",1,0,56,79,NA,NA
"Кенель В. А.",1,0,NA,1,1892,1892,1,0,0,0,0,"Кенель Василий Александрович","19.02.1834","10.12.1893",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834,"yes",1,0,83,106,NA,NA
"Рабцевич Г. Г.",1,0,1,1,1892,1892,1,0,0,0,0,"Рабцевич Георгий Георгиевич","1864","1910",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864,"yes",1,0,53,76,NA,NA
"Кекушев Л. Н.",1,0,NA,1,1892,1892,2,0,0,0,0,"Кекушев Лев Николаевич","19.02.1862","1917",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"yes",1,0,55,78,NA,NA
"Ясинский Ф. С.",1,0,NA,1,1893,1893,4,0,0,0,0,"Ясинский Феликс Станиславович","1856","1899",1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856,"yes",1,0,61,84,NA,NA
"Загорянский",1,0,NA,1,1894,1894,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,"no",1,0,64,87,NA,NA
"Богданов Н. И.",1,0,3,1,1895,1895,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,"no",1,0,63,86,NA,NA
"Лебедев В. П.",1,0,NA,1,1896,1896,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,"no",1,0,59,82,NA,NA
"Чижов М. М.",1,0,1,1,1896,1896,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,"no",1,0,59,82,NA,NA
"Гримм Д. И.",1,0,NA,1,1897,1897,1,0,0,0,0,"Гримм Давид Иванович","04.04.1823","21.11.1898",1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1823,"yes",1,0,94,117,NA,NA
"Сосков А. П.",1,0,10,1,1897,1897,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,"no",1,0,58,81,NA,NA
"Владычанский В. А.",1,0,NA,1,1897,1897,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,"no",1,0,58,81,NA,NA
"Чагин В. И.",1,0,NA,1,1898,1899,2,0,0,0,0,"Чагин Владимир Иванович","07.10.1865","25.05.1948",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,"yes",1,0,52,75,NA,NA
"Бок фон А. Г.",1,0,NA,1,1898,1898,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"no",1,0,57,80,NA,NA
"Добровольский Е. Н.",1,0,1,1,1898,1898,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"no",1,0,57,80,NA,NA
"Бреев Н. А.",1,0,4,1,1898,1898,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,"no",1,0,57,80,NA,NA
"Кербедз С. И.",1,0,NA,1,1898,1898,1,0,0,0,0,"Кербедз Станислав Валерианович","1810","1899",1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810,"yes",1,0,107,130,NA,NA
"Пруссак Д. К.",1,0,1,1,1898,1898,1,0,0,0,0,"Пруссак Дмитрий Константинович","1859","1913",1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,"yes",1,0,58,81,NA,NA
"Козицкий С. Ю.",1,0,NA,1,1899,1899,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Павлов А. П.",1,0,NA,1,1899,1899,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Барышников А. А.",1,0,3,1,1899,1899,1,0,0,0,0,"Барышников Александр Александрович","1877","1924",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,"yes",1,0,40,63,NA,NA
"Иванов А. П.",1,0,2,1,1899,1899,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Савельев Н. В.",1,0,NA,1,1899,1899,1,0,0,0,0,"Савельев Николай Федорович","1867","1930",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"yes",1,0,50,73,NA,NA
"Сарандинаки В. В.",1,0,NA,1,1899,1899,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,"no",1,0,56,79,NA,NA
"Кондратьев В. П.",1,0,6,1,1900,1900,1,0,0,0,0,"Кондратьев Владимир Петрович","1867","1952",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"yes",1,0,50,73,NA,NA
"Демикелли И. И.",1,0,9,1,1900,1900,1,0,0,0,0,"Демикелли Иосиф Иванович","1782","1861",1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Ракеев Г. Ф.",1,0,NA,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Кононов Г. Л.",1,0,NA,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Голенищев Р. П.",1,0,NA,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Ульянов Г. Ф.",1,0,NA,1,1900,1900,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,"no",1,0,55,78,NA,NA
"Грубе А. А.",1,0,3,1,1900,1900,1,0,0,0,0,"Грубе Артур Александрович","1874","1942",1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"yes",1,0,43,66,NA,NA
"Носалевич И. И.",1,0,3,1,1901,1901,1,0,0,0,0,"Носалевич Иосиф Иванович","1871","1925",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"yes",1,0,46,69,NA,NA
"Кенель А. В.",1,0,2,1,1901,1901,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,"no",1,0,52,75,NA,NA
"Беляев С. В.",1,0,NA,1,1901,1901,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,"no",1,0,52,75,NA,NA
"Пиргов Е. А.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Гусев С. П.",1,0,1,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Гулин С. П.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Яковлев А. А.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Баумгартен фон Е. Е.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Кондратьев П. П.",1,0,NA,1,1902,1902,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,"no",1,0,51,74,NA,NA
"Федосеев Н. Д.",1,0,NA,1,1903,1903,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"no",1,0,50,73,NA,NA
"Венсан А. А.",1,0,1,1,1903,1903,1,0,0,0,0,"Венсан Альфонс (Александр) Гекторович","1844","26.07.1878",1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,"yes",1,0,73,96,NA,NA
"Китнер М. И.",1,0,12,1,1903,1903,1,0,0,0,0,"Китнер Максимилиан Иеронимович","1868","1942",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"yes",1,0,49,72,NA,NA
"Курдюмов Г. М.",1,0,3,1,1903,1903,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,"no",1,0,50,73,NA,NA
"Шауфельбергер Л. А.",1,0,NA,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Ширшов А. И.",1,0,NA,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Михаловский И. Б.",1,0,3,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Резвый П. В.",1,0,12,1,1904,1904,1,0,0,0,0,"Резвый Павел Васильевич","1864","1911",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864,"yes",1,0,53,76,NA,NA
"Трифонов П. П.",1,0,NA,1,1904,1904,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Мартынович В. С.",1,0,2,1,1905,1905,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Линдеман В. Э.",1,0,1,1,1905,1905,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Юсем А. М.",1,0,1,1,1905,1905,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Евментьев М. А.",1,0,5,1,1905,1905,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Ильяшев В. В.",1,0,NA,1,1905,1905,1,0,0,0,0,"Ильяшев Василий Викторович","02.05.1873","05.04.1943",1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"yes",1,0,44,67,NA,NA
"Федоров В. А.",1,0,NA,1,1906,1908,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Маковский К. В.",1,0,2,1,1906,1906,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Энгельке А. А.",1,0,NA,1,1906,1911,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"no",1,0,49,72,NA,NA
"Игнатий",1,0,NA,1,1907,1907,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Орлов А. А.",1,0,NA,1,1907,1907,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Шильцов А. П.",1,0,8,1,1907,1907,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Нидермейер А. Ф.",1,0,3,1,1907,1907,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Смирнов Н. В.",1,0,4,1,1907,1907,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Миланов М. В.",1,0,2,1,1907,1913,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"no",1,0,48,71,NA,NA
"Лупенко Н.",1,0,NA,1,1908,1908,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Тютюев В. Е.",1,0,NA,1,1908,1908,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
